gene,mean,variance,dispersion=variance/mean
CDKN1C,0.11928408855783157,1.333278030818624,11.17733343095648
CCNB1,0.005379681357334989,0.05997519724492227,11.14846647248882
RPL19,14.00869025450031,149.90019346354458,10.700514519220592
RPS28,16.158079867577076,171.37496937330252,10.606146941827216
HIST1H4C,0.1850817297744672,1.9468124131423008,10.518663379224973
HBD,0.0033105731429753774,0.034129325642398574,10.309189426857019
RPL3,15.525553486447341,159.04264310871585,10.243927422461834
RPS3,13.526898406786675,138.2087219547109,10.217325346760145
RPL9,11.395923856817712,116.11315946616581,10.189008010675686
BIRC5,0.027622594661700806,0.27929078907772875,10.110954184364518
RPS14,16.307779846885992,164.54100506471283,10.089724451126456
JUNB,4.256259052348438,42.872361507069414,10.072780105669112
DUSP1,3.331367680529692,32.89981681349715,9.875768743804956
CCL5,5.252431202151873,51.39686197669661,9.785347013329712
HMMR,0.00558659217877095,0.05417942520404991,9.698117111524933
MT-ND5,6.240533829919305,60.316134786409854,9.665220385030713
RPSA,7.781398717152907,74.52918430471178,9.577864727638689
IFITM3,0.8149182702255328,7.769696749993118,9.534326366057316
PSAP,1.4831367680529692,14.122879297868055,9.522304080161316
TYROBP,1.8889923442996068,17.65982710381062,9.348808192422009
ALDH1A1,0.028657148768880612,0.26723173699472574,9.325133464949527
RPL7A,7.69573763707842,71.0089141724237,9.22704456948993
RPL5,7.55741775294848,69.42671561629564,9.186565819946798
RPS4X,10.809642044278915,98.82678888490307,9.14246637215965
SCT,0.022967101179391682,0.209900817663788,9.139195060982768
MT-ND2,12.357231533209188,112.32458923192931,9.089785922523577
NRGN,0.3659217877094972,3.310649145134648,9.047422854642779
RPL12,11.929650320711772,107.86738694579805,9.041957144252844
IGHM,0.3996482516035589,3.612782826821379,9.03990649859059
NUSAP1,0.015621767018415063,0.14117950684670177,9.037358365431917
SOX4,0.12383612662942271,1.1151218866567953,9.004818844130813
TPX2,0.006103869232360852,0.054897565871641914,8.99389613076764
C1QA,0.019553072625698324,0.17373313358925543,8.885208832136206
THBS1,0.20173805090006208,1.7904625285273,8.875185026023015
FCN1,0.8099524105110697,7.166964884968843,8.848624674684997
RPL23A,13.55276225946617,118.28301171608445,8.727594379032773
CLEC10A,0.0382785019656528,0.3320750004420348,8.675235011547862
RPL27A,9.42416718394372,81.01271617482215,8.596273240233504
CD79A,0.5228636457686737,4.488666163282135,8.584773869071055
RPLP2,14.859921373887854,127.21729086905071,8.56110121097945
RPL15,11.2531553900269,95.61613167397105,8.496828521421714
RPS21,8.587937099110283,72.81396166622763,8.478632391680094
RPL37A,10.690357955721085,90.58185820002826,8.473229668755122
PTMA,10.444651355265881,87.64399839386171,8.391280418342946
ID2,1.558555762466377,13.06635189721126,8.383628107430734
HIST1H2AC,0.2016345954893441,1.690049055802945,8.381741494813374
TUBB,0.46772191185599005,3.8701044109765226,8.274370545564935
RPL36,11.021104903786467,90.99127815017873,8.256094007318387
CCL4,0.2632940202772605,2.1672787831982596,8.231401461058693
MZB1,0.04655493482309125,0.38268676591450546,8.220111731843577
FCGR3A,0.3714049244775502,3.020758982115207,8.133330451567018
RPL14,9.199358576453548,74.31666004791785,8.078461061202347
CPVL,0.313883716118353,2.535451769635518,8.077678577882967
RPL21,14.923132629836541,119.83880483591648,8.030405398683984
AREG,0.15839023380922823,1.271519196362308,8.02776260747098
RRM2,0.01324229257190151,0.1049353389769084,7.924257707428099
PFN1,5.098696461824954,40.277244317754906,7.8995179688219075
RPL8,9.161286985309331,72.3558404293299,7.89799954366202
RPS25,11.155183116076971,88.01005848602158,7.8896112748862475
LYPD2,0.02058762673287813,0.1623115106848911,7.883934986332449
PRSS57,0.012518104696875646,0.09678101689754583,7.731283548195686
RPL35A,11.486447341195944,88.65329242723946,7.718077643492602
RPS15,12.743740947651562,97.50675008559207,7.651344333357685
SRGN,3.3759569625491412,25.80879085434476,7.644881478245172
ASPM,0.0033105731429753774,0.02523216032065226,7.621689426857024
C1QB,0.005379681357334989,0.040732490851377874,7.571543395565741
RPL18,8.539519966894268,64.59004793840744,7.563662616728812
RPL26,11.862611214566522,88.92836206217095,7.496525044416245
CEBPB,0.8891992551210428,6.617456279974617,7.442039837374595
RPL10A,8.313883716118353,61.827196027860225,7.4366202534194885
RPL29,8.464514794123733,62.93423635158126,7.4350672049473765
RPL31,7.3808193668528865,54.55092115772963,7.390903156730368
CDK1,0.005379681357334989,0.03969793674419807,7.379235703258049
MYCN,0.002276019035795572,0.01675459627366156,7.361360344600574
LGALS1,2.217670184150631,16.262779012264335,7.333272155838172
RPS7,8.726050072418788,63.9183302908923,7.325001548286402
RPS16,9.064659631698738,66.25269891684134,7.308900897410246
S100A11,1.0441754603765776,7.611021837204553,7.289025768197683
KLRB1,0.8805090006207325,6.3905429232068025,7.257782621985307
NAMPT,0.6178357128077798,4.470751616295462,7.236149551760203
RPL6,9.06093523691289,65.53808288283244,7.233037337673503
CDKN3,0.008793709911028347,0.06354774825755871,7.2265004077360295
DLGAP5,0.002793296089385475,0.01995909176552727,7.1453548520587615
DUSP6,0.3256776329402028,2.3164459767746997,7.112695937580764
IGHA2,0.018208152286364576,0.12774626165917644,7.015882756804542
H3F3A,3.937202565694186,27.41349906449166,6.962684445893696
NACA,5.560417959859301,38.35663313795181,6.898156472202024
TUBB1,0.11245603145044486,0.7728905745720428,6.872824557326004
HLA-C,11.048003310573144,75.7202282706284,6.853747789717146
RPS5,6.74539623422305,46.1947465479436,6.8483369907274865
CLEC9A,0.004448582660873164,0.03029264545267768,6.809504905711219
CYP1B1,0.14814814814814814,1.0076403736656168,6.801572522242913
EIF1,9.860438650941445,66.64749966274776,6.759080607066549
GPX1,1.090006207324643,7.304334223011333,6.701185895940352
IL1B,0.08059176494930685,0.5390253481382672,6.688342766501272
CD1C,0.03579557210842127,0.2393559623474536,6.686747780492736
S100A10,1.9878957169459963,13.284252410395478,6.682570064995196
RPLP0,5.279226153527829,35.030971302672086,6.635626185338306
RPL7,8.968135733498862,59.25969230352966,6.607805018179611
RPS17,5.634595489344092,37.0620102698493,6.577581361419716
AVP,0.0013449203393337472,0.008791901100309195,6.537116618122206
MAFB,0.3484378232981585,2.257444797344486,6.478759326345547
RPS9,8.4672046348024,54.19947277769837,6.4011058094574125
S100A12,0.3302296710117939,2.106549440319714,6.3790435119456
IGLC7,0.015104489964825161,0.09619229717206033,6.368457153870788
RPL22,5.964928615766604,37.442904076220245,6.277175551984059
TSC22D1,0.06900475894889303,0.432958185990181,6.274323576883192
LTB,1.5390026898406786,9.634988204627566,6.260540198032405
TNFRSF17,0.0021725636250775914,0.013547938771350446,6.235922674470163
SPI1,0.5155183116076971,3.199686763217344,6.206737357667839
ZFP36L2,2.750982826401821,17.056033070882393,6.199978025014072
CXCL8,0.09404096834264432,0.5788864845620254,6.155684004154607
TK1,0.0111731843575419,0.0687764634894874,6.155493482309122
EGR1,0.1420442789157873,0.8739885376627998,6.152930229460031
ANXA1,1.6570453134698944,10.055669895939653,6.068433864903084
GNB2L1,5.684771363542313,34.35573125850543,6.043467548903774
G0S2,0.1031450444858266,0.621577114695596,6.026243120007654
PRTN3,0.0006207324643078833,0.003724009477055057,5.999379267535697
GNG11,0.17359817918477136,1.0404202622933947,5.993267136667433
IFI30,0.2861576660459342,1.7103753254414387,5.977038284785592
PABPC1,3.663459548934409,21.82146016063352,5.956517294419351
FAU,8.725429339954479,51.030756204038816,5.8485094791112076
IGHD,0.24570660045520382,1.427006706385153,5.807767083755322
SERPINA1,0.38112973308504033,2.198419000963657,5.76816451230041
IFI27,0.044589282019449616,0.25530540238460764,5.725712342110481
RPL4,5.560624870680736,31.741255309929763,5.708217340337143
CFL1,3.2705358990275193,18.530058827233916,5.665756132731567
SDPR,0.16242499482722947,0.9142347153032537,5.628657807720542
MS4A7,0.18818539209600663,1.057178850794265,5.617751936106303
CRHBP,0.0026898406786674944,0.015097254721948542,5.612694774705946
IL32,2.937099110283468,16.449591998660495,5.600625440614735
CD83,0.3751293192633975,2.0875006298728453,5.564749334900972
EEF1B2,3.315228636457687,18.42297727547211,5.557075935238365
RPL35,8.057314297537761,44.64703578307098,5.541180861805862
LILRA4,0.026898406786674944,0.14825226714623058,5.511563131674865
CCL3,0.06652182909166149,0.3648072071067724,5.4840224943920095
KLF2,2.2049451686323196,12.089282394055386,5.482804092382084
HIST1H3H,0.040657976412166355,0.2227417148013675,5.478425993053482
FGFBP2,1.1629422718808193,6.365649278066182,5.473744855598943
RGS2,0.48758535071384235,2.604077202781467,5.340761774259635
TXNIP,2.98820608317815,15.94296042763111,5.335294816974184
CCL3L3,0.021518725429339955,0.1141655395314191,5.305404351493736
ITM2C,0.11566314918270225,0.6127341815863583,5.29757477568313
AC004791.2,0.0007241878750258639,0.003827325748486943,5.284990097839255
CD14,0.27539830333126425,1.4542612990411932,5.280574649335902
HLA-A,8.085867990895924,42.469349220727956,5.252293169829786
SH3BGRL3,4.432547072211877,23.2419326185684,5.243471132946251
SERPINF1,0.03155390026898407,0.16442955311586588,5.211069050550687
CFD,0.3701634595489344,1.9200863999310895,5.187131118427589
TIMP1,0.5243120215187255,2.711854611519046,5.172215208157675
TRAC,1.0765570039313057,5.517623403382043,5.125249646078303
GZMA,0.9247879164080282,4.714082434846744,5.097474081578323
APOBEC3A,0.1610800744878957,0.8158698866151818,5.064995712281533
CEBPD,0.3789571694599628,1.915671414056296,5.055113264610472
IGLC6,0.01334574798261949,0.06737827420962568,5.048669755893347
RPS11,5.479412373267122,27.607118049066848,5.038335530969718
PTTG1,0.048106765983860954,0.24215087459316215,5.033613664123668
IER3,0.15063107800537967,0.7571571643310747,5.026566724192423
IFIT3,0.05669356507345334,0.2841849706538121,5.012649500619977
JUN,1.637388785433478,8.160774642348887,4.984017671886292
OAZ1,2.634595489344093,13.10339243413649,4.973587970955914
RPS20,6.109455824539624,30.347009697665747,4.9672197605181205
RPL24,5.282226360438651,26.12581072715946,4.945984693656691
GZMB,0.9598593006414236,4.722369688459432,4.9198561552758
MAP3K7CL,0.18818539209600663,0.9187555112536068,4.88218294215358
GZMK,0.2856403889923443,1.393373358782551,4.878068412166656
H2AFZ,0.611628388164701,2.958623315660076,4.837289067856951
MARCKS,0.32112559486861164,1.5484405290221215,4.8219156422447895
GZMH,1.4305814194082351,6.8578440029405066,4.79374603213935
UBA52,6.797537761224912,32.55336037644498,4.788992944200855
H3F3B,5.396854955514174,25.75353449106638,4.771952313588306
C1QC,0.0016552865714876887,0.007859871240932775,4.748344713428513
GRN,0.4276846679081316,2.029790149272479,4.74599699633957
TYMP,0.6152493275398303,2.9137298002400813,4.735852068121847
PTPRS,0.020897992965032072,0.09888046817929481,4.731577254559721
NFKBIA,1.644216842540865,7.776480625025659,4.72959552768502
IL7R,0.7842954686530106,3.709006419629788,4.729093266342373
UBC,3.878026070763501,18.165445141468048,4.684198819192481
TKT,0.6908752327746741,3.230740243692398,4.6763005683633905
CPA3,0.0012414649286157666,0.005791961765037931,4.665425201738054
KPNA2,0.07614318228843368,0.35484777755387054,4.6602698611898274
KLF6,1.6058348851644941,7.447158174268231,4.637561584362628
HPGDS,0.0040347610180012415,0.0187091500434821,4.636990880007641
ARPC3,2.0911442168425407,9.620184351847891,4.600440406914448
DNAJA2,0.27912269811711155,1.278390953908549,4.580032231460353
MTRNR2L12,2.2471549762052554,10.242142226551382,4.557826378244356
MYBL2,0.014794123732671218,0.0665098738160799,4.495695386756841
ARPC1B,1.2017380509000621,5.384296586048508,4.4804244835352
RPS26,6.889923442996069,30.810974399270414,4.47188922405099
SERPINB1,0.4577901924270639,2.045238816315978,4.467633536386495
ACRBP,0.05886612869853093,0.262725550669412,4.463102236855073
PCNA,0.05079660666252845,0.2261596178490273,4.452258383154171
HLA-DMA,0.3855783157459135,1.716526962261016,4.451824421039705
ARL4C,1.1568384026484586,5.13679215617473,4.440371398818184
RPL27,6.036416304572729,26.663478322035008,4.417103953191033
CD52,3.994206496999793,17.56855737262901,4.398510038433278
KIAA0101,0.06372853300227602,0.2802341427343884,4.397310428036686
CMC1,0.3250569004758949,1.4277541091149117,4.3923205661059
ZFP36,1.3544382371198014,5.947619966855738,4.3912079590305195
ZWINT,0.009207531553900269,0.040366286953414335,4.3840508954123925
CYTL1,0.0039313056072832605,0.017158143015406906,4.364489747024294
XCL1,0.023174012000827644,0.10084926767140646,4.351825987999173
EREG,0.06517690875232775,0.2829441907186047,4.341172297596878
RPL38,6.3734740326919095,27.589050149180856,4.328730298055095
YBX1,2.5787295675563833,11.126483219438194,4.314715028447789
SCGB3A1,0.014276846679081317,0.061455596436818416,4.304563733031063
LYN,0.4889302710531761,2.0911768610596613,4.2770451838769965
TCL1A,0.05286571487688806,0.2249105751808308,4.2543749896240906
NPC2,0.6405959031657356,2.724128922780651,4.2524919521314235
PLD4,0.07676391475274157,0.3259922589751154,4.246686220018148
H1FX,1.2003931305607283,5.082437254924878,4.233977290882002
COL16A1,0.0013449203393337472,0.005688238778769781,4.2294243104299
CYBA,3.1834264432029795,13.454353912290618,4.226374993214426
CST7,1.6470101386302503,6.924849844093361,4.204497399058193
TRBC1,0.9639975170701428,4.018360349259302,4.1684343352586835
KIF2C,0.002482929857231533,0.01033937613112212,4.164183736809433
MS4A1,0.218084005793503,0.9062982532368399,4.155730035952227
ISG15,0.2569832402234637,1.064934164213213,4.143982943351416
ZFP36L1,0.5366232153941651,2.223208709057569,4.142960358926251
CSTA,0.4103041589075109,1.691158049428182,4.121718029695614
RP11-620J15.3,0.027829505483136768,0.11457830157511233,4.117151907156267
TRBC2,1.2543968549555142,5.164229064107634,4.11690211411665
GSTP1,1.0298986136974964,4.212948406853035,4.090643827286935
CLEC7A,0.37999172356714256,1.5492748188845318,4.077127797260519
CFP,0.3262983654045107,1.3288697450356066,4.072560226859281
TSC22D3,3.0090006207324644,12.243556481067273,4.068977718617716
CORO1A,1.7264638940616595,7.008976881429654,4.0597297780380535
MS4A6A,0.24074074074074073,0.975873815052379,4.053629693294497
ALDH2,0.1739085454169253,0.7037719568750411,4.0467934177002665
SARAF,2.5444858266087316,10.26374623366007,4.033721126023917
EMP3,1.7477757086695633,7.044597266473868,4.030607149149782
IL1R2,0.007138423339540658,0.028606191681106116,4.007354330283648
CNRIP1,0.00186219739292365,0.007445321792564389,3.9981378026070766
C10orf54,0.6830126215601076,2.7221964279391857,3.9855726556286233
MT2A,0.7169459962756052,2.8526344140089033,3.9788692995396913
ENHO,0.018518518518518517,0.07362768313523539,3.9758948893027113
KIF11,0.010345541071798055,0.04106822324568801,3.9696544589282032
CENPM,0.01675977653631285,0.06613748357139637,3.9462031864266502
C15orf48,0.03765776950134492,0.14817841629438344,3.9348697030261275
GNAS,1.3575418994413408,5.33978224658915,3.933419844195299
CD68,0.2847092902958825,1.1190233843477895,3.9304069887738855
PRF1,0.638009517897786,2.500765084122114,3.9196360147761236
AP1S2,0.46089385474860334,1.80568155153062,3.917781790593709
PTCRA,0.029484792054624457,0.1153110732737877,3.9108660851383577
IGLL5,0.00558659217877095,0.021694426238604007,3.8833022967101174
BASP1,0.1112145665218291,0.4303170226556004,3.8692505497572403
KLF1,0.0007241878750258639,0.002792771641307142,3.8564186692678333
HMOX1,0.11887026691495965,0.4581438095711475,3.854149750491481
DUSP2,0.7550175874198221,2.906050242810898,3.848983508770915
HMGB1,1.9244775501758742,7.394875709872584,3.8425367493618103
BTF3,3.2486033519553073,12.4630256719689,3.8364257872440812
APLP2,0.39116490792468445,1.4959658062421652,3.8243865334929303
CXCL10,0.002276019035795572,0.008685074237659064,3.8159057991460235
MCL1,0.7156010759362714,2.7267936434666673,3.8104940520093695
PECAM1,0.17783985102420857,0.6765252737522641,3.8041264084289614
SLC25A5,0.7704324436168012,2.927745664430548,3.800132884703327
CCNA2,0.006414235464514794,0.024374334512849167,3.8000373774387106
HSP90AA1,1.4000620732464308,5.3196730770490435,3.799598016903573
STXBP2,0.4957583281605628,1.8816807460639957,3.7955605366140612
CD37,1.8794744465135527,7.123586564265291,3.7902013392518468
PCNXL3,0.06217670184150631,0.2356333335602374,3.7897367756959315
ARPC2,2.2756052141527,8.544567319418292,3.754854869498873
TACSTD2,0.0008276432857438444,0.003102977328130981,3.749172356714258
IRF8,0.18280571073867163,0.68528681037914,3.748716643534107
PCBP2,1.9717566728739913,7.37236598093261,3.7389836597772503
AQP3,0.12942271880819367,0.4836635814991672,3.7370840757561554
LDHB,1.0645561762880198,3.975348328780909,3.734277642953962
NPM1,2.398924063728533,8.938521499096089,3.726054373394117
SMIM24,0.0025863852679495138,0.009614663808017926,3.7174136147320507
CD8A,0.7435340368301262,2.759902842675552,3.7118715566024605
BTG1,3.461204220980757,12.83612162040842,3.7085710061832793
EEF2,3.1087316366645976,11.52893886301112,3.708566775928167
DRD4,0.005276225946617008,0.01952523406545858,3.7006061269945616
FOSB,0.3398510242085661,1.2574580369827086,3.7000272101902167
TUBA1C,0.09569625491413201,0.35345344136193135,3.6934929342750578
PPP1R14B,0.17939168218497828,0.6617975194590573,3.689120428541665
GATA2,0.0039313056072832605,0.014468302336739416,3.6802792207085058
FGL2,0.20587626732878128,0.7573252874007579,3.678545843223983
AC009501.4,1.946306641837368,7.135850729062031,3.6663548156654224
PTGS2,0.047382578108835095,0.17362908951232708,3.664407814904265
ID1,0.08928201944961721,0.32670697467566523,3.6592695448609276
ANXA2,0.6359404096834265,2.3248369854827207,3.6557465921060643
HMGN2,1.0077591558038486,3.6809867642576775,3.6526453201226476
PLAUR,0.18321953238154357,0.6675479213896428,3.643432076878762
MYL6,2.4955514173391267,9.080106425713385,3.6385170678611054
CTSW,1.191185599006828,4.306920030316095,3.615658243272136
LCP1,1.0017587419822056,3.616073877652213,3.609725302218971
ARHGDIB,2.60655907303952,9.399001050565829,3.605903717196638
CTSB,0.3441961514587213,1.2391743641730637,3.6001981978048794
AP001171.1,0.0031036623215394167,0.01116355163773576,3.5968963376784617
HBA2,0.0017587419822056693,0.006307686880436843,3.586476552135443
PLBD1,0.11255948686116284,0.40156582643234584,3.567587571962367
CCR10,0.007345334160976619,0.026120264977712655,3.556034947529162
CENPA,0.002276019035795572,0.008064341773351183,3.5431785264187514
HSPB1,0.16408028139871716,0.5787056355991759,3.526966376861055
RAC1,0.8787502586385268,3.096823432973759,3.5241223573256835
GPR183,0.32516035588661285,1.144529381486486,3.519892141727132
HLA-DMB,0.2750879370991103,0.9672606223105179,3.5161869782826125
HES4,0.09859300641423546,0.3460625765453376,3.5100114007211265
TAGLN2,1.2268777157045314,4.301412908075725,3.505983402433591
RNF130,0.31884957583281603,1.1164189537847362,3.5013970172885336
SLC25A6,2.4751707014276847,8.653687251018274,3.4961981595963487
LGALS2,0.18528864059590316,0.6452667126725365,3.4824947206547954
TCF4,0.06714256155596937,0.23374968731121204,3.481393647997189
LGALS3,0.29753776122491205,1.034583219399664,3.4771493041436554
HN1,0.1723567142561556,0.5988882385732717,3.474702109273256
CENPE,0.010759362714669977,0.037335094793883125,3.4700098680545604
ASAH1,0.4623422304986551,1.5999164671944457,3.460459291094543
PKMYT1,0.0033105731429753774,0.01136913528444286,3.4341894268570217
KIF15,0.0023794744465135526,0.008167315548078851,3.432403134249138
LMO2,0.1340782122905028,0.4601939413274889,3.432279812400855
S100B,0.01882888475067246,0.06461547102993768,3.431720565798779
ZEB2,0.7472584316159735,2.5633718547938984,3.430368593165973
TMEM106C,0.10076557003931305,0.34428453701445366,3.4166882287286544
WARS,0.24074074074074073,0.8200699665111005,3.4064444762768793
LIF,0.0005172770535899027,0.001758474406655499,3.399482722946411
KRT1,0.031450444858266084,0.1068114074863529,3.396181134089103
AXL,0.009207531553900269,0.03126221081023204,3.395286850468572
MYL12A,2.3578522656734946,7.996191704224642,3.3913031026736604
TNFAIP3,0.728429546865301,2.4697007614857664,3.39044561291314
SDC3,0.0037243947858473,0.012607688991072778,3.3851644941030408
HNRNPA2B1,1.5342437409476515,5.181995170882095,3.3775566636376486
CH17-373J23.1,0.542830540037244,1.8297918638966046,3.3708344113635564
NCL,0.8015725222429133,2.68915953834698,3.354854942909384
FGR,0.2942271880819367,0.9844007735459314,3.345716553127627
FCGRT,0.31740120008276435,1.058577810691711,3.335141172798591
SLC11A1,0.1888061245603145,0.6280187070843603,3.3262623685903705
NFKBIZ,0.3820608317815022,1.267540797458195,3.3176413074007343
ENO1,0.8567142561555969,2.8394940249095284,3.3144003435304312
CTSZ,0.2558452307055659,0.8436059119041107,3.297329051542715
SMPD3,0.012207738464721705,0.04019858130158938,3.2928770072979914
IER2,1.3655079660666254,4.4826878083888495,3.282798723834125
CKB,0.03610593834057521,0.11798044977437813,3.2676189900261865
DERL3,0.027001862197392923,0.0881390972446183,3.264185877266209
C1orf162,0.38009517897786055,1.2356228338956488,3.250824799247507
MPEG1,0.18973722325677633,0.6165965169198294,3.2497393307235938
ZNF302,2.483550589695841,8.061854391036793,3.2461003309073413
GP9,0.02669149596523898,0.08598319822480534,3.2213705195386373
KCNMA1,0.000931098696461825,0.0029993399660388823,3.2212911235257597
CD8B,0.5863852679495137,1.8874786158971815,3.2188370326856313
TRDC,0.23898199875853507,0.7672203168702447,3.210368650592115
RPL23,3.393130560728326,10.884968329115699,3.2079426754446105
PTP4A2,1.1495965238981998,3.6809107620984065,3.201915355151476
IGLV1-51,0.0010345541071798054,0.0033095028407746953,3.1989654458928207
LMNA,0.20670391061452514,0.6609771970403661,3.197700493789879
